"unlist.xx."
"1774240_at"	"YGR059W"
"1774241_at"	"YLR027C"
"1774243_at"	"YIR025W"
"1774245_at"	"YFR012W-A"
"1774246_at"	"YLR011W"
"1774253_at"	"YNL185C"
"1774255_at"	"YMR121C"
"1774257_at"	"YER014C-A"
"1774258_at"	"YBL084C"
"1774259_at"	"YOR387C"
"1774263_at"	"YNL327W"
"1774264_at"	"YGL054C"
"1774265_at"	"YDR172W"
"1774270_at"	"YNL273W"
"1774274_at"	"YCR060W"
"1774275_at"	"YML024W"
"1774276_at"	"YNL209W"
"1774277_at"	"YDR339C"
"1774279_at"	"YER122C"
"1774282_at"	"YLR348C"
"1774287_at"	"YDL142C"
"1774288_at"	"YDR054C"
"1774289_at"	"YAL022C"
"1774290_at"	"YBR218C"
"1774295_at"	"YLR424W"
"1774296_at"	"YER116C"
"1774300_at"	"YEL009C"
"1774303_at"	"YDR303C"
"1774308_at"	"YDR457W"
"1774312_at"	"YDL231C"
"1774313_at"	"YPL217C"
"1774315_at"	"YDR436W"
"1774317_at"	"YHL002W"
"1774321_at"	"YIR032C"
"1774323_at"	"YIR029W"
"1774324_at"	"YHR135C"
"1774326_at"	"YJL102W"
"1774327_at"	"YER009W"
"1774328_at"	"YPR108W-A"
"1774330_at"	"YJR091C"
"1774332_at"	"YDL195W"
"1774334_at"	"YOR167C"
"1774335_at"	"YOR310C"
"1774337_at"	"YMR305C"
"1774339_at"	"YOL048C"
"1774340_at"	"YJL155C"
"1774341_at"	"YDR326C"
"1774342_at"	"YOR326W"
"1774343_at"	"YDR065W"
"1774346_at"	"YGR254W"
"1774347_at"	"YLR384C"
"1774348_at"	"YGR172C"
"1774349_at"	"YKL009W"
"1774351_at"	"YPL188W"
"1774353_at"	"YDR185C"
"1774354_at"	"YOL052C-A"
"1774355_at"	"YKL129C"
"1774356_at"	"YHL026C"
"1774357_at"	"YJR126C"
"1774358_at"	"YDR388W"
"1774360_at"	"YLR392C"
"1774361_at"	"YNR041C"
"1774362_at"	"YER002W"
"1774365_at"	"YKL001C"
"1774367_at"	"YJL039C"
"1774369_at"	"YGL187C"
"1774371_at"	"YPL143W"
"1774373_at"	"YNL130C"
"1774375_at"	"YGR209C"
"1774376_at"	"YDR158W"
"1774377_at"	"YML042W"
"1774383_at"	"YDL084W"
"1774387_at"	"YOR339C"
"1774390_at"	"YPR101W"
"1774394_at"	"YOR081C"
"1774396_at"	"YER020W"
"1774401_at"	"YGL008C"
"1774402_at"	"YNR075C-A"
"1774403_at"	"YLR177W"
"1774404_at"	"YDR106W"
"1774409_at"	"YDR423C"
"1774424_at"	"YNL052W"
"1774425_at"	"YPR035W"
"1774426_at"	"YBL019W"
"1774427_at"	"YCR003W"
"1774429_at"	"YPL279C"
"1774430_at"	"YBR297W"
"1774433_at"	"YDR027C"
"1774434_at"	"YDR131C"
"1774435_at"	"YJL161W"
"1774438_at"	"YMR277W"
"1774440_at"	"YMR110C"
"1774442_at"	"YGR171C"
"1774444_at"	"YPL149W"
"1774445_at"	"YGR240C"
"1774453_at"	"YLR276C"
"1774459_at"	"YBL035C"
"1774460_at"	"YJL181W"
"1774461_at"	"YBR090C"
"1774462_at"	"YNL236W"
"1774467_at"	"YPR186C"
"1774468_at"	"YDR283C"
"1774469_at"	"YDR089W"
"1774470_at"	"YLR065C"
"1774473_at"	"YOL039W"
"1774475_at"	"YOR154W"
"1774476_at"	"YOR253W"
"1774477_at"	"YER007W"
"1774478_at"	"YGL134W"
"1774480_at"	"YNL026W"
"1774482_at"	"YLR043C"
"1774485_at"	"YJL066C"
"1774486_at"	"YLL024C"
"1774488_at"	"YOL107W"
"1774489_at"	"YDR248C"
"1774490_at"	"YDR265W"
"1774491_s_at"	"YBR299W"
"1774495_at"	"YMR250W"
"1774496_at"	"YHR213W-A"
"1774499_at"	"YLR033W"
"1774500_at"	"YPR201W"
"1774501_at"	"YMR084W"
"1774502_at"	"YNR026C"
"1774503_at"	"YKL099C"
"1774504_at"	"YOR357C"
"1774505_at"	"YGR129W"
"1774507_at"	"YOR018W"
"1774509_at"	"YMR214W"
"1774511_at"	"YDL243C"
"1774512_at"	"YNR033W"
"1774513_at"	"YJL183W"
"1774515_at"	"YOR110W"
"1774516_at"	"YOL108C"
"1774517_at"	"YPL277C"
"1774521_at"	"YBL056W"
"1774522_at"	"YDR073W"
"1774525_at"	"YPL249C-A"
"1774526_at"	"YNR019W"
"1774527_at"	"YBR207W"
"1774529_at"	"YGR062C"
"1774534_at"	"YNL130C-A"
"1774540_at"	"YGR248W"
"1774541_at"	"YLR196W"
"1774545_at"	"YIL113W"
"1774546_at"	"YLR135W"
"1774548_at"	"YMR188C"
"1774550_at"	"YER019W"
"1774551_at"	"YHR117W"
"1774553_at"	"YOL060C"
"1774554_at"	"YGL018C"
"1774556_at"	"YNL281W"
"1774558_at"	"YPL031C"
"1774560_at"	"YLR034C"
"1774561_at"	"YLR145W"
"1774564_at"	"YLL026W"
"1774565_at"	"YFR007W"
"1774570_at"	"YGL071W"
"1774571_at"	"YGR126W"
"1774576_at"	"YNL201C"
"1774583_at"	"YBR281C"
"1774584_at"	"YHR202W"
"1774585_at"	"YKR070W"
"1774590_at"	"YOR070C"
"1774592_at"	"YOR313C"
"1774593_at"	"YGR286C"
"1774594_at"	"YKL025C"
"1774595_at"	"YCL047C"
"1774596_s_at1"	"YML026C"
"1774596_s_at2"	"YDR450W"
"1774600_at"	"YGL173C"
"1774601_at"	"YLR057W"
"1774604_at"	"YIL078W"
"1774605_at"	"YBR036C"
"1774610_at"	"YOR350C"
"1774612_at"	"YPL150W"
"1774613_at"	"YIL154C"
"1774614_at"	"YNL200C"
"1774617_at"	"YKL077W"
"1774618_at"	"YDR320C-A"
"1774621_at"	"YMR194W"
"1774622_at"	"YOL146W"
"1774627_at"	"YER003C"
"1774629_at"	"YKL126W"
"1774631_at"	"YMR182W-A"
"1774633_at"	"YKL094W"
"1774641_at"	"YLL036C"
"1774643_at"	"YAL020C"
"1774644_at"	"YMR302C"
"1774645_at"	"YDR003W-A"
"1774648_at"	"YKR036C"
"1774649_at"	"YMR126C"
"1774650_at"	"YOR354C"
"1774651_at"	"YGL203C"
"1774653_at"	"YNL100W"
"1774658_at"	"YHR020W"
"1774660_at"	"YLR023C"
"1774661_at"	"YHR161C"
"1774663_at"	"YDL160C"
"1774665_at"	"YLR324W"
"1774666_at"	"YBR171W"
"1774667_at"	"YGL049C"
"1774668_at"	"YBR103W"
"1774669_at"	"YBR196C-B"
"1774670_at"	"YPL108W"
"1774671_at"	"YKR046C"
"1774673_at"	"YHR012W"
"1774675_at"	"YJL026W"
"1774676_at"	"YGL207W"
"1774677_at"	"YOR066W"
"1774678_at"	"YPL015C"
"1774682_at"	"YIL093C"
"1774685_at"	"YER045C"
"1774687_at"	"YML076C"
"1774689_at"	"YER161C"
"1774690_at"	"YJL090C"
"1774691_at"	"YBR088C"
"1774693_at"	"YNL308C"
"1774694_at"	"YDL063C"
"1774696_at"	"YDR533C"
"1774697_at"	"YLR168C"
"1774699_at"	"YDL214C"
"1774703_at"	"YPR082C"
"1774705_at"	"YKR080W"
"1774707_at"	"YOR261C"
"1774709_at"	"YPL167C"
"1774710_at"	"YBR104W"
"1774713_at"	"YER012W"
"1774715_at"	"YOL136C"
"1774716_at"	"YDL234C"
"1774717_at"	"YIR018W"
"1774718_at"	"YGR162W"
"1774719_at"	"YGL029W"
"1774720_at"	"YNL124W"
"1774721_at"	"YBR247C"
"1774723_at"	"YDR330W"
"1774725_at"	"YNL221C"
"1774727_at"	"YLR421C"
"1774728_at"	"YML097C"
"1774729_at"	"YBR241C"
"1774736_at"	"YPR098C"
"1774737_at"	"YGR120C"
"1774739_at"	"YIL116W"
"1774742_at"	"YPR157W"
"1774743_at"	"YBR233W-A"
"1774744_at"	"YDR282C"
"1774748_at"	"YOL139C"
"1774749_at"	"YJR155W"
"1774750_at"	"YOR322C"
"1774755_at"	"YLR427W"
"1774756_at"	"YML100W"
"1774757_at"	"YPL012W"
"1774759_at"	"YDR286C"
"1774762_at"	"YER129W"
"1774764_at"	"YNL129W"
"1774765_at"	"YGL100W"
"1774766_s_at1"	"YHR218W-A"
"1774766_s_at2"	"YBL112C"
"1774767_at"	"YFL044C"
"1774768_at"	"YGR185C"
"1774769_at"	"YIL037C"
"1774770_at"	"YDR153C"
"1774772_at"	"YGR270W"
"1774775_at"	"YHR184W"
"1774776_at"	"YPL148C"
"1774777_at"	"YGR043C"
"1774778_at"	"YOR100C"
"1774779_at"	"YER031C"
"1774780_at"	"YDL052C"
"1774787_at"	"YMR233W"
"1774791_at"	"YEL044W"
"1774796_at"	"YJR108W"
"1774797_at"	"YDR121W"
"1774801_at"	"YOR184W"
"1774802_at1"	"YBR048W"
"1774802_at2"	"YDR025W"
"1774804_at"	"YNR007C"
"1774805_at"	"YCR020C"
"1774806_at"	"YBR263W"
"1774807_at"	"YHR108W"
"1774810_at"	"YLR442C"
"1774812_at"	"YKL020C"
"1774813_at"	"YHR091C"
"1774817_at"	"YOR386W"
"1774819_at"	"YLR277C"
"1774820_at"	"YOR287C"
"1774822_at"	"YLR381W"
"1774824_at"	"YLR194C"
"1774826_at"	"YKL056C"
"1774829_at"	"YIL011W"
"1774832_x_at"	"YOL166W-A"
"1774833_at"	"YLL009C"
"1774835_at"	"YIL033C"
"1774837_at"	"YDR246W"
"1774838_at"	"YPL164C"
"1774840_at"	"YGR157W"
"1774842_at"	"YJL159W"
"1774843_at"	"YDR233C"
"1774844_at"	"YOR323C"
"1774845_at"	"YML066C"
"1774846_at"	"YIL076W"
"1774850_at"	"YPL011C"
"1774852_at"	"YNL322C"
"1774855_at"	"YDR522C"
"1774856_at"	"YDL120W"
"1774857_at"	"YER173W"
"1774858_at"	"YFR023W"
"1774859_at"	"YER091C"
"1774860_at"	"YPR183W"
"1774861_at"	"YPL010W"
"1774863_at"	"YLR012C"
"1774864_at"	"YMR197C"
"1774868_at"	"YIL001W"
"1774870_at"	"YER051W"
"1774871_at"	"YMR148W"
"1774873_at"	"YKR017C"
"1774874_at"	"YLR215C"
"1774876_at"	"YMR109W"
"1774877_at"	"YDL005C"
"1774878_at"	"YNL284C"
"1774880_at"	"YKL006C-A"
"1774883_at"	"YDL153C"
"1774885_at"	"YJL172W"
"1774886_at"	"YGR222W"
"1774887_at"	"YOR327C"
"1774888_at"	"YJL045W"
"1774889_at"	"YDR160W"
"1774891_at"	"YLR102C"
"1774892_at"	"YOL166W-A"
"1774894_at"	"YPR085C"
"1774895_at"	"YJL023C"
"1774896_at"	"YJR104C"
"1774898_at"	"YCR071C"
"1774900_at"	"YAR028W"
"1774902_at"	"YOR138C"
"1774903_at"	"YGL078C"
"1774905_at"	"YHL038C"
"1774906_at"	"YOR107W"
"1774908_at"	"YBR140C"
"1774909_at"	"YDR125C"
"1774910_at"	"YDR407C"
"1774912_at"	"YOR231W"
"1774914_at"	"YCR016W"
"1774917_at"	"YPR023C"
"1774922_at"	"YLR406C-A"
"1774923_at"	"YDL207W"
"1774926_at"	"YBR214W"
"1774927_at"	"YGR158C"
"1774928_at"	"YIL142W"
"1774929_at"	"YLR330W"
"1774930_at"	"YCR053W"
"1774932_at"	"YPL183C"
"1774933_at"	"YKL143W"
"1774936_at"	"YPL112C"
"1774937_at"	"YLR134W"
"1774938_at"	"YGL006W-A"
"1774942_at"	"YBR200W-A"
"1774944_s_at"	"YDL247W"
"1774946_s_at"	"YAR064W"
"1774947_at"	"YLR183C"
"1774948_at"	"YGR037C"
"1774949_at"	"YCL044C"
"1774952_at"	"YLR092W"
"1774960_at"	"YJL116C"
"1774967_at"	"YDL150W"
"1774969_at"	"YDR166C"
"1774971_at"	"YGL133W"
"1774974_at"	"YML056C"
"1774976_at"	"YPR144C"
"1774978_at"	"YNL264C"
"1774979_at"	"YER078C"
"1774980_at"	"YLL011W"
"1774982_at"	"YGR187C"
"1774983_at"	"YOL083W"
"1774985_at"	"YJL070C"
"1774987_at"	"YGL126W"
"1774988_at"	"YDR402C"
"1774990_at"	"YOR159C"
"1774992_at"	"YKL105C"
"1774993_at"	"YGL206C"
"1774995_at"	"YML011C"
"1774998_at"	"YDR438W"
"1775000_at"	"YJL146W"
"1775002_at"	"YKL183W"
"1775003_at"	"YPL041C"
"1775004_at"	"YER080W"
"1775005_at"	"YPL013C"
"1775006_at"	"YHR092C"
"1775007_at"	"YGR135W"
"1775012_at"	"YGL216W"
"1775014_at"	"YML128C"
"1775015_at"	"YEL032W"
"1775018_at"	"YLL018C-A"
"1775020_at"	"YER005W"
"1775022_at"	"YNL050C"
"1775023_at"	"YJR003C"
"1775024_at"	"YJL031C"
"1775028_at"	"YBR159W"
"1775030_at"	"YHR110W"
"1775031_at"	"YIL109C"
"1775035_at"	"YEL023C"
"1775036_at"	"YDR368W"
"1775039_at"	"YDR004W"
"1775041_at"	"YPR061C"
"1775043_at"	"YPR097W"
"1775044_at"	"YBR115C"
"1775046_at"	"YPL231W"
"1775050_at"	"YOR127W"
"1775052_at"	"YGR128C"
"1775054_at"	"YGR095C"
"1775055_at"	"YCR018C"
"1775056_at"	"YGL019W"
"1775057_at"	"YPL187W"
"1775066_at"	"YOR173W"
"1775068_at"	"YPL176C"
"1775069_at"	"YGL003C"
"1775070_at"	"YPL201C"
"1775071_at"	"YNR039C"
"1775074_at"	"YMR288W"
"1775076_at"	"YNL072W"
"1775078_at"	"YFL002C"
"1775079_at"	"YER010C"
"1775083_at"	"YDR441C"
"1775087_at"	"YCL051W"
"1775089_at"	"YNL204C"
"1775091_at"	"YHR058C"
"1775092_at"	"YGR125W"
"1775095_at"	"YCR089W"
"1775098_at"	"YOR207C"
"1775101_at"	"YHL019C"
"1775108_at"	"YDL203C"
"1775109_at"	"YNL148C"
"1775112_at"	"YDR293C"
"1775114_at"	"YHR177W"
"1775116_at"	"YDR507C"
"1775118_at"	"YDR088C"
"1775128_at"	"YDR382W"
"1775130_at"	"YBR155W"
"1775131_at"	"YML092C"
"1775132_at"	"YNL282W"
"1775133_at"	"YJL036W"
"1775136_at"	"YMR097C"
"1775137_s_at"	"YPL277C"
"1775141_at"	"YNL138W-A"
"1775142_at"	"YCR031C"
"1775144_at"	"YDR308C"
"1775146_at"	"YPR152C"
"1775147_at"	"YJR005C-A"
"1775150_at"	"YPL211W"
"1775151_at"	"YNL081C"
"1775152_at"	"YMR247W-A"
"1775154_at"	"YGL044C"
"1775158_at"	"YDL241W"
"1775160_at"	"YPL001W"
"1775161_at"	"YLR320W"
"1775162_at"	"YMR223W"
"1775164_at"	"YOR304W"
"1775165_at"	"YJR136C"
"1775166_at"	"YDR351W"
"1775167_at"	"YER131W"
"1775170_at"	"YBL010C"
"1775172_at"	"YLR051C"
"1775174_at"	"YMR113W"
"1775175_at"	"YOR106W"
"1775176_at"	"YNL254C"
"1775177_at"	"YNL214W"
"1775178_at"	"YGR040W"
"1775179_at"	"YHR127W"
"1775180_s_at1"	"YAR010C"
"1775180_s_at2"	"YPR137C-A"
"1775181_at"	"YGR003W"
"1775183_at"	"YDR005C"
"1775186_at"	"YJL191W"
"1775188_at"	"YKL170W"
"1775189_at"	"YER153C"
"1775190_at"	"YMR209C"
"1775191_at"	"YIL089W"
"1775193_at"	"YFL036W"
"1775195_at"	"YLR373C"
"1775199_at"	"YBR248C"
"1775201_at"	"YPL257W"
"1775207_at"	"YDL197C"
"1775209_at"	"YDR092W"
"1775211_at"	"YMR240C"
"1775213_at"	"YJR131W"
"1775215_at"	"YJL213W"
"1775218_at"	"YHR183W"
"1775219_at"	"YHR112C"
"1775220_at"	"YNL279W"
"1775221_at"	"YBR255C-A"
"1775222_at"	"YBL052C"
"1775226_at"	"YBR063C"
"1775227_at"	"YAL008W"
"1775231_at"	"YGL033W"
"1775233_at"	"YPL266W"
"1775234_at"	"YBR200W"
"1775235_at"	"YBL003C"
"1775237_at"	"YHR068W"
"1775241_at"	"YFR041C"
"1775244_at"	"YDR316W"
"1775245_at"	"YOR150W"
"1775246_at"	"YMR155W"
"1775250_at"	"YER048W-A"
"1775251_at"	"YHR015W"
"1775252_at"	"YBR179C"
"1775254_at"	"YER050C"
"1775255_at"	"YGL053W"
"1775257_at"	"YBL045C"
"1775258_at"	"YLR188W"
"1775262_at"	"YGL116W"
"1775263_at"	"YGL027C"
"1775265_at"	"YPR009W"
"1775268_at"	"YDR462W"
"1775269_at"	"YBR210W"
"1775270_at"	"YEL013W"
"1775271_at"	"YPL230W"
"1775274_at"	"YDL220C"
"1775276_at"	"YLR153C"
"1775277_at"	"YKR007W"
"1775278_at"	"YGR163W"
"1775279_at"	"YLR203C"
"1775280_at"	"YMR035W"
"1775282_at"	"YGR156W"
"1775283_at"	"YGL016W"
"1775289_at"	"YDR389W"
"1775292_at"	"YNL326C"
"1775293_at"	"YMR146C"
"1775295_at"	"YDR321W"
"1775298_at"	"YDL018C"
"1775302_at"	"YOR373W"
"1775303_at"	"YBL064C"
"1775305_at"	"YPL119C-A"
"1775307_at"	"YGR277C"
"1775308_at"	"YEL035C"
"1775311_at"	"YHR187W"
"1775312_at"	"YKL207W"
"1775314_at"	"YOR021C"
"1775316_at"	"YDL045W-A"
"1775317_at"	"YDL202W"
"1775319_at"	"YJR093C"
"1775320_at"	"YLL003W"
"1775322_at"	"YMR038C"
"1775330_at"	"YOR233W"
"1775331_at"	"YPL171C"
"1775332_at"	"YJL174W"
"1775334_at"	"YBL025W"
"1775337_at"	"YHL015W-A"
"1775340_at"	"YDL169C"
"1775341_at"	"YMR255W"
"1775342_at"	"YJR070C"
"1775344_at"	"YDR126W"
"1775345_at"	"YPR072W"
"1775347_at"	"YLR209C"
"1775349_at"	"YJL020C"
"1775350_at"	"YMR039C"
"1775351_at"	"YDL226C"
"1775352_at"	"YGL120C"
"1775354_at"	"YGL220W"
"1775355_at"	"YFL025C"
"1775357_at"	"YOR283W"
"1775358_at"	"YEL069C"
"1775362_at"	"YMR040W"
"1775363_at"	"YJL132W"
"1775364_at"	"YCR021C"
"1775368_at"	"YGL223C"
"1775369_s_at"	"YGR138C"
"1775374_at"	"YMR099C"
"1775376_at"	"YPR115W"
"1775378_at"	"YDL020C"
"1775381_at"	"YLR107W"
"1775384_at"	"YJL060W"
"1775386_at"	"YML116W"
"1775387_at"	"YFL027C"
"1775388_at"	"YJL052W"
"1775389_at"	"YNL027W"
"1775390_at"	"YMR104C"
"1775391_s_at1"	"YJL221C"
"1775391_s_at2"	"YIL172C"
"1775392_at"	"YFR003C"
"1775393_at"	"YGR271C-A"
"1775394_at"	"YBR042C"
"1775395_at"	"YFR013W"
"1775396_at"	"YCR075C"
"1775397_at"	"YKL046C"
"1775399_at"	"YBR068C"
"1775401_at"	"YIL024C"
"1775402_at"	"YHR136C"
"1775403_at"	"YDL140C"
"1775407_at"	"YLR325C"
"1775408_at"	"YDR493W"
"1775410_at"	"YHL008C"
"1775412_at"	"YDR078C"
"1775413_at"	"YDR113C"
"1775415_at"	"YML002W"
"1775416_at"	"YJL117W"
"1775417_at"	"YLR192C"
"1775418_at"	"YBR122C"
"1775421_at"	"YHR138C"
"1775422_at"	"YBL008W"
"1775423_at"	"YMR027W"
"1775424_at"	"YFL024C"
"1775425_at"	"YML095C"
"1775428_at"	"YNL286W"
"1775430_at"	"YGL077C"
"1775431_at"	"YMR269W"
"1775432_at"	"YLR229C"
"1775433_at"	"YMR056C"
"1775436_at"	"YBL011W"
"1775439_at"	"YBR026C"
"1775440_at"	"YPR075C"
"1775441_at"	"YKL109W"
"1775443_at"	"YHR033W"
"1775444_at"	"YOR177C"
"1775445_at"	"YOL033W"
"1775446_at"	"YOR334W"
"1775448_at"	"YDR500C"
"1775449_at"	"YNR032C-A"
"1775450_at"	"YLR301W"
"1775451_at"	"YDL232W"
"1775452_at"	"YOR239W"
"1775453_at"	"YNL321W"
"1775454_at"	"YDL051W"
"1775457_at"	"YPL079W"
"1775458_at"	"YMR198W"
"1775459_at"	"YEL022W"
"1775462_at"	"YJR130C"
"1775463_at"	"YKR002W"
"1775465_at"	"YPL233W"
"1775466_at"	"YNL018C"
"1775467_at"	"YPL028W"
"1775468_at"	"YDL208W"
"1775471_at"	"YBR253W"
"1775473_at"	"YDR047W"
"1775476_at"	"YOL135C"
"1775478_at"	"YNR071C"
"1775479_at"	"YHR137W"
"1775480_at"	"YLR438W"
"1775481_at"	"YNL164C"
"1775482_at"	"YHR007C"
"1775484_at"	"YCR004C"
"1775486_s_at1"	"YML132W"
"1775486_s_at2"	"YBR302C"
"1775489_at"	"YNL181W"
"1775490_at"	"YKR051W"
"1775492_at"	"YDL040C"
"1775493_at"	"YMR065W"
"1775494_at"	"YER004W"
"1775495_at"	"YDL003W"
"1775497_at"	"YIL014C-A"
"1775498_at"	"YDR182W-A"
"1775500_at"	"YER083C"
"1775505_at"	"YLR241W"
"1775506_at"	"YDR161W"
"1775507_at"	"YLR082C"
"1775509_at"	"YOR267C"
"1775512_at"	"YCR051W"
"1775517_at"	"YOR202W"
"1775518_at"	"YHR074W"
"1775522_at"	"YDR260C"
"1775523_at"	"YLR370C"
"1775526_at"	"YGR155W"
"1775528_at"	"YLL035W"
"1775529_at"	"YER060W-A"
"1775531_at"	"YJL065C"
"1775532_at"	"YPR052C"
"1775534_at"	"YOR356W"
"1775536_at"	"YLR061W"
"1775537_at"	"YNL146W"
"1775539_at"	"YGL262W"
"1775540_at"	"YKL050C"
"1775541_at1"	"YNL031C"
"1775541_at2"	"YBR010W"
"1775542_at"	"YPL133C"
"1775546_at"	"YDL114W"
"1775548_at"	"YDR097C"
"1775549_at"	"YKL137W"
"1775553_at"	"YLR347C"
"1775555_at"	"YDR484W"
"1775556_at"	"YBR182C-A"
"1775557_at"	"YOL086W-A"
"1775558_at"	"YDR182W"
"1775560_at"	"YJR106W"
"1775563_at"	"YOR222W"
"1775564_at1"	"YLL066W-A"
"1775564_at2"	"YFL068W"
"1775564_at3"	"YLL067W-A"
"1775565_at"	"YNL230C"
"1775568_at"	"YMR259C"
"1775569_at"	"YML038C"
"1775570_at"	"YGL226W"
"1775571_at"	"YOL013C"
"1775573_at"	"YDL073W"
"1775576_at"	"YDR151C"
"1775578_s_at"	"YDR342C"
"1775587_at"	"YOR296W"
"1775588_at"	"YGR035W-A"
"1775590_at"	"YBR107C"
"1775593_at"	"YMR001C"
"1775594_s_at1"	"YHR141C"
"1775594_s_at2"	"YNL162W"
"1775596_at"	"YKR025W"
"1775598_at"	"YLL007C"
"1775599_at"	"YNL183C"
"1775600_at"	"YLR453C"
"1775605_at"	"YGR169C"
"1775608_at"	"YEL024W"
"1775610_s_at1"	"YCL067C"
"1775610_s_at2"	"YCR039C"
"1775610_s_at3"	"YCR096C"
"1775611_at"	"YJR132W"
"1775613_at"	"YOR017W"
"1775614_at"	"YLR293C"
"1775615_at"	"YLR389C"
"1775617_at"	"YPR153W"
"1775619_at"	"YML053C"
"1775620_at"	"YNL215W"
"1775624_at"	"YMR186W"
"1775626_at"	"YBL039C"
"1775628_at"	"YBR018C"
"1775629_at"	"YPL109C"
"1775631_at"	"YFL007W"
"1775633_at"	"YBR201W"
"1775634_at"	"YLR314C"
"1775635_at"	"YOL034W"
"1775638_at"	"YPR161C"
"1775640_at"	"YJR092W"
"1775641_at"	"YJL098W"
"1775642_at"	"YPR088C"
"1775643_at"	"YBR236C"
"1775644_at"	"YGR220C"
"1775645_at"	"YLR059C"
"1775647_at"	"YHR163W"
"1775648_at"	"YDL045C"
"1775649_at"	"YER174C"
"1775654_at"	"YHR009C"
"1775657_at"	"YOR191W"
"1775659_at"	"YOR075W"
"1775661_at"	"YLL001W"
"1775663_at"	"YJR137C"
"1775664_at"	"YGL213C"
"1775666_at"	"YDL022W"
"1775667_at"	"YJL093C"
"1775668_at"	"YHL014C"
"1775669_at"	"YNL207W"
"1775670_at"	"YMR073C"
"1775673_at"	"YIL124W"
"1775676_at"	"YGR072W"
"1775677_at"	"YOR162C"
"1775678_at"	"YLR142W"
"1775683_at"	"YML120C"
"1775688_at"	"YDL183C"
"1775690_at"	"YLR039C"
"1775692_at"	"YDL019C"
"1775694_at"	"YMR308C"
"1775696_at"	"YIL153W"
"1775697_at"	"YNR064C"
"1775698_at"	"YDR194C"
"1775699_at"	"YLR113W"
"1775701_at"	"YDR264C"
"1775702_at"	"YMR018W"
"1775703_at"	"YDL074C"
"1775704_at"	"YFL048C"
"1775705_at"	"YOL024W"
"1775706_at"	"YML103C"
"1775708_at"	"YDR494W"
"1775709_at"	"YJL127C"
"1775710_at"	"YIL146C"
"1775712_at"	"YNL003C"
"1775713_at"	"YNL103W"
"1775717_at"	"YLR413W"
"1775718_at"	"YOR163W"
"1775719_at"	"YOR005C"
"1775720_at"	"YML027W"
"1775722_at"	"YHR069C"
"1775724_at"	"YPL070W"
"1775725_s_at1"	"YEL076C-A"
"1775725_s_at2"	"YLR464W"
"1775727_at"	"YAL046C"
"1775729_at"	"YNL117W"
"1775732_at"	"YOR243C"
"1775734_at"	"YPR124W"
"1775736_at"	"YMR300C"
"1775737_at"	"YER156C"
"1775738_at"	"YBR184W"
"1775739_at"	"YLR288C"
"1775740_at"	"YDL206W"
"1775742_at"	"YNR068C"
"1775744_at"	"YBR006W"
"1775745_at"	"YLR361C-A"
"1775746_at"	"YPL172C"
"1775748_at"	"YPR089W"
"1775750_at"	"YNL253W"
"1775754_at"	"YLL022C"
"1775756_at"	"YCL010C"
"1775757_at"	"YDL059C"
"1775758_at"	"YDR162C"
"1775759_at"	"YBR205W"
"1775760_at"	"YDL015C"
"1775762_at"	"YLR197W"
"1775764_at"	"YBL055C"
"1775765_at"	"YMR101C"
"1775766_at"	"YOR113W"
"1775767_at"	"YLR093C"
"1775769_at"	"YAL065C"
"1775771_at"	"YBR195C"
"1775775_at"	"YIL103W"
"1775778_at"	"YDL147W"
"1775781_at"	"YOL119C"
"1775783_at"	"YBR221W-A"
"1775789_at"	"YDL144C"
"1775791_at"	"YFL029C"
"1775797_at"	"YJL210W"
"1775799_at"	"YDL122W"
"1775801_at"	"YGR017W"
"1775802_at"	"YNL094W"
"1775807_at"	"YOR260W"
"1775808_at"	"YPR079W"
"1775809_at"	"YDL006W"
"1775810_at"	"YNL194C"
"1775814_at"	"YDL178W"
"1775815_at"	"YML071C"
"1775816_at"	"YPL218W"
"1775820_at"	"YGR065C"
"1775821_at"	"YJL035C"
"1775822_at"	"YGL243W"
"1775823_at"	"YMR021C"
"1775824_at"	"YGR275W"
"1775828_at"	"YGL150C"
"1775829_at"	"YML031W"
"1775831_at"	"YKL041W"
"1775832_at"	"YHL015W"
"1775833_at"	"YDR181C"
"1775835_at"	"YPL267W"
"1775837_at"	"YNL025C"
"1775839_at"	"YGR016W"
"1775842_at"	"YHL021C"
"1775844_at"	"YLR195C"
"1775846_at"	"YMR272C"
"1775847_at"	"YCL030C"
"1775848_at"	"YGR006W"
"1775849_at"	"YHR076W"
"1775851_at"	"YKL026C"
"1775852_at"	"YMR203W"
"1775853_at"	"YHR142W"
"1775854_s_at"	"YHL009W-A"
"1775856_at"	"YDR120C"
"1775858_at"	"YDL056W"
"1775859_at"	"YER043C"
"1775860_at"	"YPL022W"
"1775861_at"	"YBR130C"
"1775863_at"	"YIL088C"
"1775866_at"	"YDR299W"
"1775868_s_at"	"YNR072W"
"1775869_at"	"YAL049C"
"1775872_at"	"YER047C"
"1775873_at"	"YNL009W"
"1775874_at"	"YIL099W"
"1775875_at"	"YDR014W"
"1775876_at"	"YMR293C"
"1775877_at"	"YOL042W"
"1775878_at"	"YJR040W"
"1775884_at"	"YLR084C"
"1775887_at"	"YPL098C"
"1775889_at"	"YBR289W"
"1775890_at"	"YMR090W"
"1775891_at"	"YHL039W"
"1775892_at"	"YIL077C"
"1775893_at"	"YMR232W"
