"unlist.xx."
"1777544_at"	"YFL031W"
"1777548_at"	"YGL194C"
"1777549_at"	"YPR036W-A"
"1777551_at"	"YNR024W"
"1777553_s_at"	"YFL065C"
"1777554_at"	"YKL145W"
"1777555_at"	"YHR010W"
"1777556_at"	"YIL155C"
"1777559_at"	"YKL128C"
"1777561_at"	"YGR243W"
"1777563_at"	"YLR359W"
"1777564_at"	"YGR077C"
"1777566_s_at1"	"YLR155C"
"1777566_s_at2"	"YLR160C"
"1777566_s_at3"	"YLR157C"
"1777566_s_at4"	"YLR158C"
"1777567_at"	"YBR034C"
"1777569_at"	"YBR072W"
"1777570_at"	"YJL027C"
"1777571_at"	"YGR102C"
"1777572_at"	"YDR311W"
"1777575_at"	"YJR115W"
"1777576_at"	"YAL034W-A"
"1777579_at"	"YPL075W"
"1777580_at"	"YLR154C"
"1777581_at"	"YLR285C-A"
"1777585_at"	"YJL005W"
"1777587_at"	"YPR159C-A"
"1777589_at"	"YML004C"
"1777593_at"	"YEL020W-A"
"1777601_at"	"YPL249C"
"1777602_at"	"YER082C"
"1777603_at"	"YFR047C"
"1777604_at"	"YBR188C"
"1777606_at"	"YHR107C"
"1777609_at"	"YFR046C"
"1777610_at"	"YLR066W"
"1777611_at"	"YGL002W"
"1777613_at"	"YBR276C"
"1777614_at"	"YPR154W"
"1777616_at"	"YML018C"
"1777617_at"	"YDR058C"
"1777618_at"	"YDL180W"
"1777620_at"	"YLL021W"
"1777621_at"	"YMR210W"
"1777623_at"	"YLR138W"
"1777628_at"	"YOR085W"
"1777629_at"	"YLR451W"
"1777630_at"	"YKL216W"
"1777631_at"	"YPR095C"
"1777632_at"	"YLR129W"
"1777633_at"	"YGR048W"
"1777638_at"	"YLR380W"
"1777639_at"	"YGR123C"
"1777640_at"	"YLL054C"
"1777641_at"	"YLR104W"
"1777642_at"	"YOL116W"
"1777645_at"	"YDR366C"
"1777646_at"	"YLL005C"
"1777647_s_at"	"YBL003C"
"1777650_at"	"YMR243C"
"1777654_at"	"YNL271C"
"1777655_at"	"YGR278W"
"1777657_at"	"YMR295C"
"1777659_at"	"YDR338C"
"1777660_at"	"YDR180W"
"1777661_at"	"YLR305C"
"1777663_at"	"YOR057W"
"1777664_at"	"YCR020C-A"
"1777665_at"	"YOR368W"
"1777667_s_at1"	"YNR073C"
"1777667_s_at2"	"YEL070W"
"1777668_at"	"YPR198W"
"1777669_at"	"YLR042C"
"1777670_at"	"YBR089C-A"
"1777672_at"	"YOR051C"
"1777677_at"	"YIL063C"
"1777678_at"	"YJL107C"
"1777679_at"	"YDR263C"
"1777682_at"	"YLR115W"
"1777686_at"	"YGL247W"
"1777689_at"	"YOR307C"
"1777690_at"	"YIL101C"
"1777691_at"	"YOR265W"
"1777692_at"	"YMR270C"
"1777693_at"	"YGL039W"
"1777697_at"	"YGL157W"
"1777699_at"	"YDR419W"
"1777700_at"	"YMR129W"
"1777701_at"	"YMR032W"
"1777703_at"	"YNL328C"
"1777705_at"	"YGR096W"
"1777706_at"	"YLR186W"
"1777707_at"	"YBR047W"
"1777710_at"	"YDR179C"
"1777711_at"	"YPR049C"
"1777714_at"	"YPL265W"
"1777718_at"	"YGL058W"
"1777720_at"	"YER094C"
"1777721_at"	"YMR020W"
"1777723_at"	"YKL087C"
"1777724_at"	"YLR278C"
"1777725_at"	"YDR357C"
"1777726_at"	"YNL210W"
"1777731_at"	"YIR005W"
"1777733_at"	"YDR378C"
"1777737_at"	"YNL223W"
"1777738_at"	"YMR072W"
"1777740_x_at"	"YGR174W-A"
"1777744_at"	"YHR078W"
"1777748_at"	"YPL225W"
"1777749_at"	"YLL031C"
"1777752_at"	"YDL080C"
"1777753_at"	"YER067W"
"1777756_at"	"YDL072C"
"1777758_at"	"YBR290W"
"1777759_at"	"YHR194W"
"1777760_at"	"YDR332W"
"1777761_at"	"YBL054W"
"1777762_at"	"YBL104C"
"1777763_at"	"YMR173W"
"1777772_at"	"YPR024W"
"1777774_at"	"YBL106C"
"1777778_at"	"YNL035C"
"1777779_at"	"YPL200W"
"1777780_at"	"YCR105W"
"1777782_at"	"YOR304C-A"
"1777784_at"	"YJR107W"
"1777786_at"	"YER049W"
"1777787_at"	"YLR144C"
"1777790_at"	"YDR280W"
"1777791_at"	"YOL073C"
"1777793_at"	"YGL117W"
"1777795_at"	"YAL043C"
"1777796_at"	"YOR337W"
"1777797_at"	"YFR034C"
"1777799_at"	"YJL062W-A"
"1777800_at"	"YLR128W"
"1777802_at"	"YHR210C"
"1777807_at"	"YJL013C"
"1777808_at"	"YBR045C"
"1777812_at"	"YDL098C"
"1777816_at"	"YDL238C"
"1777817_at1"	"YIL069C"
"1777817_at2"	"YER074W"
"1777818_at"	"YPR148C"
"1777819_at"	"YJR043C"
"1777821_at"	"YER107C"
"1777825_at"	"YGR097W"
"1777827_at"	"YHR072W-A"
"1777828_at"	"YOR280C"
"1777834_at"	"YGR100W"
"1777838_at"	"YBL047C"
"1777840_at"	"YBL030C"
"1777842_at"	"YIL007C"
"1777843_at"	"YPR113W"
"1777845_at"	"YOR227W"
"1777846_at"	"YBL002W"
"1777847_at"	"YKR045C"
"1777853_at"	"YER145C"
"1777854_at"	"YGL248W"
"1777855_at"	"YGR091W"
"1777856_at"	"YLL025W"
"1777857_at"	"YPL014W"
"1777859_at"	"YCR086W"
"1777860_at"	"YJL170C"
"1777863_at"	"YPR034W"
"1777867_at"	"YJR127C"
"1777871_at"	"YCR046C"
"1777872_at"	"YML037C"
"1777874_at"	"YJR085C"
"1777877_at"	"YLR309C"
"1777878_at"	"YDR218C"
"1777879_at"	"YPL191C"
"1777881_at"	"YIL023C"
"1777882_at"	"YPL213W"
"1777885_at"	"YNR059W"
"1777886_at"	"YNL040W"
"1777888_at"	"YHR151C"
"1777889_at"	"YPL008W"
"1777891_at"	"YKL179C"
"1777892_at"	"YMR176W"
"1777896_at"	"YGL106W"
"1777898_at"	"YHR039C"
"1777899_at"	"YIL035C"
"1777902_at"	"YGL241W"
"1777903_at"	"YJL198W"
"1777909_at"	"YPL064C"
"1777910_at"	"YML109W"
"1777913_at"	"YPL152W-A"
"1777916_at"	"YKL092C"
"1777917_at"	"YDR277C"
"1777918_at"	"YIL122W"
"1777919_at"	"YKL171W"
"1777921_at"	"YGR251W"
"1777922_at"	"YNL300W"
"1777923_at"	"YDR042C"
"1777924_at"	"YOR072W-B"
"1777925_at"	"YLL063C"
"1777927_at"	"YKL078W"
"1777928_at"	"YJL157C"
"1777929_at"	"YLR117C"
"1777933_at"	"YEL005C"
"1777937_at"	"YMR194C-B"
"1777938_at"	"YDL209C"
"1777939_at"	"YGR105W"
"1777941_at"	"YCL033C"
"1777942_at"	"YBR220C"
"1777944_at"	"YNL151C"
"1777945_at"	"YGR138C"
"1777946_at"	"YLR010C"
"1777947_at"	"YDR425W"
"1777948_at"	"YPR016C"
"1777949_at"	"YOR043W"
"1777955_at1"	"YGR118W"
"1777955_at2"	"YPR132W"
"1777956_at"	"YJR006W"
"1777959_at"	"YKL113C"
"1777962_at"	"YJL184W"
"1777963_at"	"YNL085W"
"1777964_at"	"YPL181W"
"1777966_at"	"YPL096W"
"1777967_at"	"YDR478W"
"1777968_at"	"YLR072W"
"1777971_at"	"YKL127W"
"1777972_at"	"YGL081W"
"1777973_at"	"YPR105C"
"1777975_at"	"YDR421W"
"1777978_at"	"YOR078W"
"1777979_at"	"YDR152W"
"1777980_at"	"YOL149W"
"1777982_at"	"YOR096W"
"1777986_at"	"YMR130W"
"1777987_at"	"YDR444W"
"1777988_at"	"YGR280C"
"1777989_at"	"YLR406C"
"1777990_at"	"YOR293W"
"1777991_at"	"YER184C"
"1777997_at"	"YMR162C"
"1777999_at"	"YJR061W"
"1778000_at"	"YGR257C"
"1778001_at"	"YOR030W"
"1778003_at"	"YNL078W"
"1778004_at"	"YDR488C"
"1778006_at"	"YHR016C"
"1778008_at"	"YPR078C"
"1778010_at"	"YPL076W"
"1778014_at"	"YMR222C"
"1778017_at"	"YIL062C"
"1778018_at"	"YOR142W"
"1778021_at"	"YKR023W"
"1778023_at"	"YDR176W"
"1778024_at"	"YGR225W"
"1778025_at"	"YER180C-A"
"1778029_at"	"YBR222C"
"1778030_at"	"YLR163C"
"1778031_at"	"YPL157W"
"1778033_at"	"YKL040C"
"1778034_at"	"YMR028W"
"1778035_at"	"YLR304C"
"1778038_at"	"YDR091C"
"1778040_at"	"YKR076W"
"1778042_at"	"YMR060C"
"1778043_at"	"YCL028W"
"1778044_at"	"YGR203W"
"1778045_at"	"YAL033W"
"1778046_at"	"YBR229C"
"1778051_at"	"YLR086W"
"1778052_at"	"YKR064W"
"1778053_at"	"YBR054W"
"1778055_at"	"YPL129W"
"1778057_at"	"YHR115C"
"1778061_at"	"YGR021W"
"1778063_at"	"YPL093W"
"1778064_at"	"YJR084W"
"1778065_at"	"YOR380W"
"1778073_at"	"YOL093W"
"1778075_at"	"YLR187W"
"1778076_at"	"YBR284W"
"1778077_at"	"YJR015W"
"1778078_at"	"YPL069C"
"1778079_at"	"YGR142W"
"1778081_at"	"YML005W"
"1778084_at"	"YNL122C"
"1778085_at"	"YLR223C"
"1778088_at"	"YLR046C"
"1778089_at"	"YPL252C"
"1778090_at"	"YKR053C"
"1778091_at"	"YDR302W"
"1778092_at"	"YGR200C"
"1778093_at"	"YER141W"
"1778095_at"	"YER115C"
"1778096_at"	"YHR172W"
"1778097_at"	"YNL135C"
"1778098_at"	"YPR046W"
"1778099_at"	"YHR064C"
"1778100_at"	"YJL051W"
"1778103_at"	"YGR234W"
"1778104_at"	"YNL280C"
"1778105_at"	"YNL092W"
"1778106_x_at"	"YLR462W"
"1778107_at"	"YJL143W"
"1778109_at"	"YMR297W"
"1778111_at"	"YDR384C"
"1778112_at"	"YOR371C"
"1778117_at"	"YKL007W"
"1778119_at"	"YAR003W"
"1778120_at"	"YLR017W"
"1778121_s_at"	"YCR104W"
"1778123_at"	"YDR013W"
"1778124_at"	"YHR017W"
"1778125_at"	"YEL025C"
"1778128_at"	"YHL016C"
"1778130_at"	"YER033C"
"1778131_at"	"YMR157C"
"1778133_s_at"	"YGL076C"
"1778139_at"	"YNL133C"
"1778141_at"	"YCL025C"
"1778142_at"	"YBR117C"
"1778143_at"	"YBR087W"
"1778144_at"	"YGL125W"
"1778145_at"	"YHR031C"
"1778146_at"	"YNL056W"
"1778147_at"	"YJL062W"
"1778149_at"	"YDR034W-B"
"1778151_at"	"YNL191W"
"1778153_at"	"YHR022C"
"1778154_at"	"YJL037W"
"1778155_at"	"YJL118W"
"1778156_at"	"YNL220W"
"1778160_at"	"YDR028C"
"1778165_at"	"YDR296W"
"1778167_at"	"YPL094C"
"1778168_at"	"YLR085C"
"1778170_at"	"YER092W"
"1778173_at"	"YOR241W"
"1778174_at"	"YBR204C"
"1778177_at"	"YGL035C"
"1778180_at"	"YLR378C"
"1778181_at"	"YPL166W"
"1778183_at"	"YOR328W"
"1778184_at"	"YOL114C"
"1778185_at"	"YDR536W"
"1778187_at"	"YKL222C"
"1778188_at"	"YHL013C"
"1778189_at"	"YMR120C"
"1778190_at"	"YGL099W"
"1778191_at"	"YGR042W"
"1778192_at"	"YDR170C"
"1778193_at"	"YMR117C"
"1778194_at"	"YBR038W"
"1778196_at"	"YKR095W"
"1778197_at"	"YGL183C"
"1778198_at"	"YDR050C"
"1778199_at"	"YJL073W"
"1778200_at"	"YER187W"
"1778201_at"	"YDL129W"
"1778202_at"	"YOR001W"
"1778203_at"	"YOR161C"
"1778204_at"	"YLR035C"
"1778205_at"	"YOL065C"
"1778209_at"	"YMR286W"
"1778215_at"	"YER056C"
"1778216_at"	"YDL058W"
"1778218_at"	"YLR327C"
"1778219_at"	"YOR224C"
"1778220_at"	"YPL229W"
"1778222_at"	"YML085C"
"1778223_at"	"YAR035W"
"1778226_at"	"YKR020W"
"1778227_at"	"YDL079C"
"1778228_at"	"YCR043C"
"1778229_at"	"YOR293C-A"
"1778232_at"	"YLR096W"
"1778233_at"	"YLL061W"
"1778235_at"	"YEL015W"
"1778237_at"	"YOR298W"
"1778238_at"	"YOR064C"
"1778240_at"	"YMR177W"
"1778243_at"	"YLR414C"
"1778245_at"	"YOR274W"
"1778246_at"	"YER175C"
"1778248_at"	"YIL147C"
"1778249_at"	"YDR492W"
"1778252_at"	"YGL234W"
"1778254_at"	"YEL057C"
"1778259_at"	"YDR143C"
"1778260_at"	"YGR192C"
"1778261_at"	"YNL099C"
"1778262_at"	"YMR059W"
"1778263_at"	"YIL087C"
"1778265_at"	"YNR060W"
"1778267_at"	"YOR180C"
"1778268_at"	"YML074C"
"1778270_at"	"YDL227C"
"1778271_at"	"YPR065W"
"1778272_at"	"YGR121W-A"
"1778274_at"	"YEL004W"
"1778275_at"	"YHR196W"
"1778277_at"	"YLR452C"
"1778278_at"	"YOL067C"
"1778279_at"	"YBR265W"
"1778280_at"	"YBR212W"
"1778281_at"	"YMR200W"
"1778282_at"	"YNL104C"
"1778283_at"	"YFL034W"
"1778286_at"	"YLR466C-B"
"1778288_at"	"YPR131C"
"1778290_at"	"YGR244C"
"1778291_at"	"YBR264C"
"1778293_at"	"YKR075C"
"1778295_at"	"YAL055W"
"1778296_at"	"YOL007C"
"1778299_at"	"YPR173C"
"1778300_at"	"YCR019W"
"1778303_at"	"YFR032C-A"
"1778304_at"	"YDL091C"
"1778305_at"	"YDR301W"
"1778306_at"	"YKL054C"
"1778308_at"	"YDL116W"
"1778312_at"	"YKL043W"
"1778315_at"	"YDL166C"
"1778316_at"	"YOL049W"
"1778317_at"	"YGL256W"
"1778319_at"	"YNL289W"
"1778320_at"	"YJL209W"
"1778322_at"	"YGL097W"
"1778323_at"	"YPR137W"
"1778325_at"	"YPL061W"
"1778327_at"	"YIL008W"
"1778328_at"	"YEL017C-A"
"1778330_at"	"YJR051W"
"1778331_at"	"YDL211C"
"1778332_at"	"YOR320C"
"1778334_at"	"YIR021W-A"
"1778335_at"	"YMR009W"
"1778344_at"	"YGL010W"
"1778345_at"	"YMR163C"
"1778347_at"	"YNL110C"
"1778348_at"	"YLR021W"
"1778350_at"	"YJR034W"
"1778351_at"	"YGR047C"
"1778352_at"	"YML062C"
"1778354_at"	"YER071C"
"1778355_at"	"YCL055W"
"1778357_at"	"YPL156C"
"1778358_at"	"YOR237W"
"1778359_at"	"YLR180W"
"1778360_at"	"YNL021W"
"1778363_at"	"YLR032W"
"1778364_at"	"YOL141W"
"1778367_at"	"YDR377W"
"1778368_at"	"YDR451C"
"1778371_at"	"YFR024C-A"
"1778374_at"	"YBL086C"
"1778375_at"	"YLR136C"
"1778380_at"	"YGR249W"
"1778381_at"	"YLR405W"
"1778383_at"	"YKL196C"
"1778384_at"	"YIL002C"
"1778389_at"	"YGR196C"
"1778391_at"	"YGR224W"
"1778392_at"	"YBR153W"
"1778395_at"	"YNL054W"
"1778398_at"	"YNR040W"
"1778399_at"	"YBL021C"
"1778400_at"	"YDR279W"
"1778401_at"	"YGL174W"
"1778403_at"	"YNL091W"
"1778404_at"	"YMR244W"
"1778405_at"	"YNL258C"
"1778406_at"	"YBR059C"
"1778408_at"	"YIL015W"
"1778409_at"	"YHR111W"
"1778412_at"	"YER023W"
"1778414_at"	"YGR246C"
"1778416_at"	"YIL114C"
"1778418_at"	"YKL017C"
"1778420_at"	"YIL039W"
"1778423_at"	"YNR046W"
"1778425_at"	"YGR132C"
"1778426_s_at1"	"YBR009C"
"1778426_s_at2"	"YNL030W"
"1778428_at"	"YDL143W"
"1778433_at"	"YOR129C"
"1778434_at"	"YLR119W"
"1778437_at"	"YDR085C"
"1778439_at1"	"YBL087C"
"1778439_at2"	"YER117W"
"1778440_at"	"YDR391C"
"1778442_at"	"YPL007C"
"1778444_at"	"YPL056C"
"1778446_at"	"YPL088W"
"1778450_at"	"YKL176C"
"1778451_s_at"	"YBR191W"
"1778452_at"	"YHL004W"
"1778453_s_at"	"YFL060C"
"1778458_at"	"YKL016C"
"1778462_at"	"YNL277W-A"
"1778470_at"	"YNL290W"
"1778472_at"	"YKR001C"
"1778473_at"	"YMR134W"
"1778474_at"	"YPL194W"
"1778475_at"	"YMR085W"
"1778477_at"	"YIL138C"
"1778479_at"	"YCL064C"
"1778481_at"	"YOR063W"
"1778483_at"	"YDR066C"
"1778485_at"	"YLR326W"
"1778486_at"	"YIL123W"
"1778487_at"	"YJR063W"
"1778488_at"	"YAL021C"
"1778491_at"	"YKR079C"
"1778492_at"	"YJL129C"
"1778493_at"	"YPR022C"
"1778494_at"	"YHL027W"
"1778495_at"	"YML001W"
"1778496_at"	"YDR422C"
"1778498_at"	"YBR139W"
"1778499_at"	"YGR004W"
"1778500_at"	"YPL089C"
"1778501_at"	"YHR075C"
"1778503_at"	"YPR074C"
"1778504_at"	"YPR036W"
"1778507_at"	"YNL297C"
"1778508_at"	"YKR024C"
"1778510_at"	"YGL166W"
"1778512_at"	"YBR162W-A"
"1778514_at"	"YIR015W"
"1778515_at"	"YNR045W"
"1778516_at"	"YOR156C"
"1778518_at"	"YNL012W"
"1778519_at"	"YGR179C"
"1778520_at"	"YML020W"
"1778524_at"	"YBR007C"
"1778527_at"	"YBR287W"
"1778532_at"	"YLR109W"
"1778536_at"	"YAL047C"
"1778537_at"	"YHR212W-A"
"1778541_at"	"YDL179W"
"1778542_at"	"YEL048C"
"1778544_at"	"YMR145C"
"1778545_at"	"YDR022C"
"1778546_at"	"YOR269W"
"1778548_at"	"YOL054W"
"1778550_at"	"YJR147W"
"1778552_at"	"YML050W"
"1778555_at"	"YOR270C"
"1778556_at"	"YML003W"
"1778557_at"	"YGL011C"
"1778560_s_at"	"YGR085C"
"1778561_at"	"YOR219C"
"1778563_at"	"YDR111C"
"1778564_at"	"YPL158C"
"1778565_at"	"YDR169C-A"
"1778566_at"	"YKL003C"
"1778567_at"	"YDR420W"
"1778568_at"	"YNL192W"
"1778569_at"	"YOR008C-A"
"1778570_at"	"YLR110C"
"1778571_at"	"YDL087C"
"1778573_at"	"YBR025C"
"1778574_at"	"YGL145W"
"1778577_at"	"YNL070W"
"1778578_at"	"YDL115C"
"1778583_at"	"YMR086W"
"1778585_at"	"YLR013W"
"1778588_at"	"YJL002C"
"1778591_at"	"YNR044W"
"1778592_at"	"YLR441C"
"1778593_at"	"YKR015C"
"1778594_at"	"YOR360C"
"1778597_at"	"YPL219W"
"1778598_at"	"YDR469W"
"1778599_at"	"YKL150W"
"1778601_at"	"YIL098C"
"1778604_at"	"YGR194C"
"1778606_at"	"YKR084C"
"1778608_at"	"YMR204C"
"1778611_at"	"YGR285C"
"1778612_at"	"YCR069W"
"1778613_at"	"YLR390W"
"1778617_at"	"YJL216C"
"1778620_at"	"YNL318C"
"1778622_at"	"YDL210W"
"1778623_at"	"YDR082W"
"1778624_at"	"YGL221C"
"1778627_at"	"YIL021W"
"1778632_at"	"YKR069W"
"1778633_at"	"YIL156W"
"1778638_at"	"YGR046W"
"1778641_at"	"YJR056C"
"1778644_at"	"YMR017W"
"1778645_at"	"YDR128W"
"1778649_at"	"YGL170C"
"1778651_at"	"YMR246W"
"1778653_at"	"YLL034C"
"1778654_at"	"YPL111W"
"1778655_at"	"YLR133W"
"1778656_at"	"YLR080W"
"1778658_at"	"YKL064W"
"1778659_at"	"YML110C"
"1778664_at"	"YER157W"
"1778665_at"	"YJL029C"
"1778666_at"	"YHR096C"
"1778668_at"	"YHR044C"
"1778672_at"	"YOL129W"
"1778673_at"	"YHR019C"
"1778677_at"	"YDR009W"
"1778679_at"	"YJL203W"
"1778681_at"	"YBL058W"
"1778682_at"	"YOR058C"
"1778683_at"	"YNL042W-B"
"1778685_at"	"YDR449C"
"1778686_at"	"YOR273C"
"1778687_at"	"YDR251W"
"1778689_at"	"YBR111W-A"
"1778691_at"	"YGR074W"
"1778692_at"	"YBR163W"
"1778695_at"	"YOR164C"
"1778696_at"	"YIR022W"
"1778697_at"	"YLR206W"
"1778700_at"	"YGR029W"
"1778702_at"	"YPR033C"
"1778704_at"	"YML121W"
"1778705_at"	"YNL020C"
"1778706_at"	"YNR002C"
"1778709_at"	"YIL084C"
"1778711_at"	"YER152C"
"1778713_at"	"YDR041W"
"1778716_at"	"YGL210W"
"1778717_at"	"YDR197W"
"1778720_at"	"YDR214W"
"1778723_at"	"YOR181W"
"1778724_x_at"	"YLR466C-B"
"1778726_at"	"YGR181W"
"1778728_at"	"YDR003W"
"1778729_at"	"YAR029W"
"1778730_s_at"	"YBR031W"
"1778731_at"	"YLL045C"
"1778732_at"	"YBL044W"
"1778733_at"	"YBR279W"
"1778735_at"	"YGR035C"
"1778737_at"	"YER025W"
"1778739_at"	"YOR315W"
"1778743_at"	"YMR054W"
"1778744_at"	"YBL103C"
"1778746_at"	"YIL036W"
"1778748_at"	"YOR316C"
"1778751_at"	"YHR059W"
"1778752_at"	"YMR042W"
"1778753_at"	"YMR001C-A"
"1778754_s_at"	"YBL113C"
"1778756_at"	"YLR045C"
"1778758_at"	"YDR255C"
"1778759_at"	"YHR193C"
"1778760_at"	"YML081W"
"1778764_at"	"YNL156C"
"1778765_at"	"YOR112W"
"1778766_at"	"YKL120W"
"1778769_at"	"YKL051W"
"1778772_at"	"YGR235C"
"1778775_at"	"YBR058C"
"1778777_at"	"YBR078W"
"1778778_at"	"YEL043W"
"1778780_at"	"YML009C"
"1778781_at"	"YOR185C"
"1778782_at"	"YOL115W"
"1778783_at"	"YPL038W"
"1778784_at"	"YPL117C"
"1778785_at"	"YHL031C"
"1778788_at"	"YBR082C"
"1778789_at"	"YNL234W"
"1778790_at"	"YOR330C"
"1778791_at"	"YHR144C"
"1778792_at"	"YPL047W"
"1778793_at"	"YMR235C"
"1778794_at"	"YLR340W"
"1778795_at"	"YGL219C"
"1778798_s_at1"	"YOL120C"
"1778798_s_at2"	"YNL301C"
"1778800_at"	"YFL010W-A"
"1778801_at"	"YKR089C"
"1778802_at"	"YJR112W"
"1778804_at"	"YER011W"
"1778805_at"	"YFL051C"
"1778806_at"	"YGR014W"
"1778808_at"	"YDL078C"
"1778809_at"	"YKL104C"
"1778811_at"	"YOL124C"
"1778813_at"	"YEL018W"
"1778816_at"	"YOR375C"
"1778821_at"	"YML059C"
"1778822_at"	"YCR067C"
"1778823_at"	"YIL072W"
"1778824_at"	"YJL049W"
"1778825_s_at"	"YDR316W-B"
"1778830_at"	"YAR050W"
"1778831_at"	"YOL094C"
"1778832_at"	"YIR042C"
"1778833_at"	"YJR089W"
"1778834_at"	"YLL056C"
"1778835_at"	"YJL087C"
"1778838_at"	"YKR021W"
"1778840_at"	"YJL168C"
"1778842_at"	"YMR112C"
"1778847_at"	"YJR153W"
"1778850_at"	"YBL085W"
"1778851_at"	"YBR160W"
"1778852_at"	"YPL027W"
"1778856_at"	"YHR116W"
"1778857_at"	"YBR208C"
"1778859_at"	"YDR080W"
"1778861_at"	"YBR216C"
"1778862_s_at1"	"YCL066W"
"1778862_s_at2"	"YCR040W"
"1778863_at"	"YLR118C"
"1778865_at"	"YLR106C"
"1778867_at"	"YKL018W"
"1778869_at"	"YOR256C"
"1778871_at"	"YJL149W"
"1778877_at"	"YNL097C"
"1778879_at"	"YGL086W"
"1778881_at"	"YDR198C"
"1778882_at"	"YOL097W-A"
"1778883_at"	"YIL040W"
"1778884_at"	"YNL014W"
"1778885_at"	"YCL002C"
"1778886_at"	"YOL040C"
"1778888_at"	"YIL144W"
"1778889_at"	"YPL059W"
"1778891_at"	"YMR287C"
"1778892_at"	"YJL011C"
"1778896_at"	"YGR020C"
"1778899_at"	"YDR258C"
"1778903_at"	"YPL068C"
"1778905_at"	"YMR314W"
"1778906_at"	"YOL052C"
"1778907_at"	"YMR105C"
"1778911_at"	"YDL134C"
"1778912_at"	"YNL061W"
"1778914_at"	"YJL160C"
"1778915_at"	"YCR038C"
"1778919_at"	"YER070W"
"1778920_at"	"YOR032W-A"
"1778921_at"	"YDR365C"
"1778925_at"	"YMR231W"
"1778928_s_at1"	"YBR181C"
"1778928_s_at2"	"YPL090C"
"1778929_at"	"YJR105W"
"1778930_at"	"YOR289W"
"1778931_at"	"YJR096W"
"1778932_at"	"YKL014C"
"1778934_at"	"YGL020C"
"1778936_at"	"YGL244W"
"1778937_at"	"YLR310C"
"1778943_at"	"YBR192W"
"1778947_at"	"YGL105W"
"1778950_at"	"YMR013C"
"1778951_at"	"YOL078W"
"1778952_at"	"YDL081C"
"1778953_at"	"YNL294C"
"1778954_at"	"YJL121C"
"1778955_at"	"YOR244W"
"1778956_at"	"YHR004C"
"1778958_at"	"YPL072W"
"1778960_at"	"YBR083W"
"1778961_at"	"YIL026C"
"1778963_at"	"YKL021C"
"1778966_at"	"YGR167W"
"1778968_at"	"YNL176C"
"1778969_x_at"	"YEL049W"
"1778973_at"	"YDR406W"
"1778975_at"	"YDR328C"
"1778977_at"	"YJR101W"
"1778979_at"	"YBR185C"
"1778980_at"	"YDR324C"
"1778982_at"	"YJR086W"
"1778984_at"	"YGL251C"
"1778988_at"	"YDL100C"
"1778989_at"	"YOR079C"
"1778992_at"	"YGR186W"
"1778995_at"	"YDR480W"
"1778996_at"	"YER062C"
"1778999_at"	"YHR086W"
"1779000_at"	"YHR208W"
"1779001_at"	"YJR052W"
"1779003_at"	"YFR028C"
"1779004_at"	"YCL004W"
"1779006_at"	"YMR150C"
"1779007_at"	"YOR141C"
"1779010_at"	"YLR079W"
"1779012_at"	"YNL275W"
"1779014_at"	"YGL142C"
"1779016_at"	"YBR098W"
"1779017_at"	"YMR313C"
"1779018_at"	"YJR103W"
"1779019_at"	"YHL024W"
"1779020_at"	"YDR045C"
"1779027_at"	"YMR152W"
"1779029_at"	"YLR074C"
"1779030_at"	"YDL174C"
"1779031_at"	"YER081W"
"1779032_at"	"YGL154C"
"1779033_at"	"YFL001W"
"1779035_at"	"YGR023W"
"1779038_at"	"YLR408C"
"1779039_at"	"YJR011C"
"1779042_at"	"YKL010C"
"1779045_at"	"YOR247W"
"1779046_at"	"YJL171C"
"1779049_at"	"YOR232W"
"1779050_at"	"YPL255W"
"1779051_at"	"YJR076C"
"1779055_at"	"YDR190C"
"1779057_at"	"YPL186C"
"1779058_at"	"YGL155W"
"1779061_at"	"YLR257W"
"1779066_at"	"YKR103W"
"1779071_at"	"YOR077W"
"1779072_at"	"YIL002W-A"
"1779073_at"	"YJL069C"
"1779074_at"	"YLR264C-A"
"1779075_at"	"YPR194C"
"1779077_at"	"YER113C"
"1779078_at"	"YNL147W"
"1779079_at"	"YJL059W"
"1779080_at"	"YDR498C"
"1779081_at"	"YKL049C"
"1779083_at"	"YFL040W"
"1779087_at"	"YPL049C"
"1779088_at"	"YHR134W"
"1779091_at"	"YLR031W"
"1779093_at"	"YKL175W"
"1779094_at"	"YGL025C"
"1779095_at"	"YIR028W"
"1779096_at"	"YCL021W-A"
"1779097_at"	"YOR095C"
"1779098_at"	"YBR020W"
"1779099_at"	"YLR095C"
"1779105_at"	"YLR258W"
"1779106_at"	"YNL272C"
"1779107_at"	"YBR101C"
"1779111_at"	"YAL041W"
"1779112_at"	"YDR044W"
"1779113_at"	"YNL080C"
"1779114_at"	"YGR152C"
"1779115_at"	"YEL059C-A"
"1779118_at"	"YPR116W"
"1779119_at"	"YLR412C-A"
"1779124_at"	"YKL042W"
"1779126_at"	"YHL003C"
"1779128_at"	"YPR139C"
"1779129_at"	"YJL153C"
"1779131_at"	"YHR182W"
"1779132_at"	"YMR092C"
"1779133_at"	"YGR238C"
"1779134_at"	"YML052W"
"1779136_at"	"YCR072C"
"1779139_at"	"YBL076C"
"1779140_at"	"YER099C"
"1779141_at"	"YGL130W"
"1779142_x_at"	"YLL025W"
"1779143_at"	"YGL263W"
"1779144_at"	"YKL156W"
"1779146_at"	"YMR030W"
"1779148_at"	"YBR193C"
